committee_id,committee_name,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,recipient_name,recipient_state,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label
C00893610,KATIE BANSIL FOR CONGRESS,202504179756107030,17,SB17.4577,1888648,ORG,ORGANIZATION,AMTRAK,DC,CAMPAIGN VOLUNTEER TRANSPORTATION,,,3/3/25 0:00,34,4041720251184933010,WASHINGTON,20001,OTHER,,2026,SB,4042420251186626903,https://docquery.fec.gov/cgi-bin/fecimg/?202504179756107030,Operating Expenditures
C00843391,LISA BLUNT ROCHESTER FOR SENATE,202504159755650700,17,500441664,1887516,ORG,ORGANIZATION,AMTRAK,DC,RAIL TRAVEL,X,,3/5/25 0:00,57,4041520251184156781,WASHINGTON,200011401,OTHER,*,2026,SB,4042420251186626626,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755650700,Operating Expenditures
C00703843,BICE FOR CONGRESS,202504149755286802,17,B4D773B1FDA5C49C4B8A,1885750,ORG,ORGANIZATION,SANTA ROSA TAQUERIA,DC,FOOD/BEVERAGE,,,3/5/25 0:00,249.2,4041420251183966055,WASHINGTON,200031148,OTHER,,2026,SB,4042420251186635040,https://docquery.fec.gov/cgi-bin/fecimg/?202504149755286802,Operating Expenditures
C00660795,DAN CRENSHAW FOR CONGRESS,202504159755953370,17,B66577FBD068340ED933,1887780,ORG,ORGANIZATION,CAPITOL HILL CLUB,DC,MEETING EXPENSE,X,,1/28/25 0:00,694.22,4041520251184156950,WASHINGTON,200031801,MATERIALS,,2026,SB,4042420251186639133,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755953370,Operating Expenditures
C00816983,AARON BEAN FOR CONGRESS,202504159755855711,17,SB17.10629.12,1887717,ORG,ORGANIZATION,DOMINO'S,DC,FOOD AND BEVERAGE,X,,2/25/25 0:00,207.53,4041520251184156915,WASHINGTON,20003,OTHER,,2026,SB,4042420251186642293,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755855711,Operating Expenditures
C00816983,AARON BEAN FOR CONGRESS,202504159755855706,17,SB17.10368.7,1887717,ORG,ORGANIZATION,WEGMANS,DC,FOOD AND BEVERAGE,X,,1/16/25 0:00,399.46,4041520251184156915,WASHINGTON,20016,OTHER,,2026,SB,4042420251186642277,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755855706,Operating Expenditures
C00458315,MORAN FOR KANSAS,202504159755550468,17,B823D0F46B4964D4F8A7,1887248,ORG,ORGANIZATION,GOOD STUFF EATERY,DC,STAFF MEAL,X,,2/25/25 0:00,42.17,4041520251184156614,WASHINGTON,20003,TRAVEL,,2026,SB,4042420251186641279,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755550468,Operating Expenditures
C00501643,DAVID ROUZER FOR CONGRESS,202504159755441035,17,B0D98E4ED8CF149F4B9D,1887030,ORG,ORGANIZATION,CAPITOL HILL CLUB,DC,FOOD/BEVERAGE,,,1/16/25 0:00,1125.16,4041520251184156494,WASHINGTON,200031801,OTHER,,2026,SB,4042420251186629482,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755441035,Operating Expenditures
C00632828,CLAUDIA TENNEY FOR CONGRESS,202504159755547467,17,SBUV.54681,1887228,ORG,ORGANIZATION,HOUSE GIFT SHOP,DC,DONOR GIFTS- PENS/COINS/BOXES,X,,2/27/25 0:00,1195.9,4041520251184156606,WASHINGTON,20515,MATERIALS,,2026,SB,4042420251186627478,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755547467,Operating Expenditures
C00479063,THE BILL KEATING COMMITTEE,202504159756058465,17,500419701,1888021,ORG,ORGANIZATION,HELEN MILBY & CO,DC,FUNDRAISING CONSULTANT,,,2/10/25 0:00,10492.06,4041620251184296035,WASHINGTON,200093411,OTHER,,2026,SB,4042420251186637125,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756058465,Operating Expenditures
C00730895,KAT FOR CONGRESS,202504159755624792,17,SB17.I4107,1887346,ORG,ORGANIZATION,OCCASIONS CATERERS,DC,EVENT CATERING,,,1/16/25 0:00,8455,4041520251184156664,WASHINGTON,20017,FUNDRAISING,,2026,SB,4042420251186640296,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755624792,Operating Expenditures
C00763649,TROY CARTER FOR CONGRESS,202504159756028011,17,500542779,1887878,ORG,ORGANIZATION,UNITED STATES POSTAL SERVICE,DC,SHIPPING,X,,2/26/25 0:00,240.43,4041520251184157023,WASHINGTON,202600004,OTHER,*,2026,SB,4042420251186635406,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756028011,Operating Expenditures
C00816660,DAN GOLDMAN FOR NEW YORK,202504159755649371,17,500326538,1887500,ORG,ORGANIZATION,PAYCHEX,DC,PAYROLL PROCESSING FEE,,,1/31/25 0:00,168.4,4041520251184156771,WASHINGTON,200016700,OTHER,,2026,SB,4042420251186644557,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755649371,Operating Expenditures
C00670034,SHARICE FOR CONGRESS,202504159755632233,17,500243374,1887387,ORG,ORGANIZATION,MEMBERS DINING ROOM,DC,CATERING,,,2/10/25 0:00,284,4041520251184156695,WASHINGTON,205150001,FUNDRAISING,,2026,SB,4042420251186625932,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755632233,Operating Expenditures
C00843391,LISA BLUNT ROCHESTER FOR SENATE,202504159755650669,17,500441622,1887516,ORG,ORGANIZATION,AMTRAK,DC,RAIL TRAVEL,X,,1/6/25 0:00,29,4041520251184156781,WASHINGTON,200011401,OTHER,*,2026,SB,4042420251186626532,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755650669,Operating Expenditures
C00843391,LISA BLUNT ROCHESTER FOR SENATE,202504159755650669,17,500441634,1887516,ORG,ORGANIZATION,AMTRAK,DC,RAIL TRAVEL,X,,1/6/25 0:00,46,4041520251184156781,WASHINGTON,200011401,OTHER,*,2026,SB,4042420251186626534,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755650669,Operating Expenditures
C00501643,DAVID ROUZER FOR CONGRESS,202504159755441086,17,BC8763D4CCC0E4F25A2F,1887030,ORG,ORGANIZATION,"WIN RED TECHNICAL SERVICES, LLC",DC,MERCHANT FEES,,,3/5/25 0:00,1,4041520251184156494,WASHINGTON,200054210,OTHER,,2026,SB,4042420251186629636,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755441086,Operating Expenditures
C00651208,"JOHN JAMES FOR SENATE, INC.",202504159755953891,17,SB17.5634,1887788,ORG,ORGANIZATION,"GOVPREDICT, INC.",DC,VOIDED PAYMENT - UNCASHED CHECK: ORIGINALLY ISSUED 02/27/2020,,,1/27/25 0:00,-1000,4041520251184156957,WASHINGTON,20005,OTHER,,2026,SB,4042420251186637544,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755953891,Operating Expenditures
C00843391,LISA BLUNT ROCHESTER FOR SENATE,202504159755650674,17,500441601,1887516,ORG,ORGANIZATION,POTBELLY,DC,CATERING,X,,1/6/25 0:00,300.31,4041520251184156781,WASHINGTON,200042912,FUNDRAISING,*,2026,SB,4042420251186626549,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755650674,Operating Expenditures
C00845966,DAVIS FOR DELAWARE,202504159755631787,17,500378737,1887386,ORG,ORGANIZATION,AMALGAMATED BANK,DC,BANK FEE,,,1/28/25 0:00,29,4041520251184156694,WASHINGTON,200061202,OTHER,,2026,SB,4042420251186636566,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755631787,Operating Expenditures
C00816660,DAN GOLDMAN FOR NEW YORK,202504159755649371,17,500326539,1887500,ORG,ORGANIZATION,PAYCHEX,DC,PAYROLL PROCESSING FEE,,,1/21/25 0:00,311.3,4041520251184156771,WASHINGTON,200016700,OTHER,,2026,SB,4042420251186644556,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755649371,Operating Expenditures
C00787812,NIKKI FOR CONGRESS,202504159755659177,17,500434595,1887569,ORG,ORGANIZATION,THE FROST GROUP,DC,FUNDRAISING CONSULTING SERVICES,,,1/3/25 0:00,6500,4041520251184156822,WASHINGTON,200034357,OTHER,,2026,SB,4042420251186634168,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755659177,Operating Expenditures
C00548289,MATT ROSENDALE FOR MONTANA,202504149755302506,17,SB.9,1885848,ORG,ORGANIZATION,TRUIST,DC,BANK FEE,,,2/21/25 0:00,15,4041420251183966108,WASHINGTON,20005,OTHER,,2026,SB,4042420251186632877,https://docquery.fec.gov/cgi-bin/fecimg/?202504149755302506,Operating Expenditures
C00638650,HALEY STEVENS FOR CONGRESS,202504159755436089,17,500541559,1887004,ORG,ORGANIZATION,PUNCHBOWL NEWS,DC,SUBSCRIPTION,,,2/18/25 0:00,350,4041520251184156473,WASHINGTON,200025818,OTHER,,2026,SB,4042420251186625741,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755436089,Operating Expenditures
C00244335,CITIZENS FOR ELEANOR HOLMES NORTON,202504159755424245,17,500104199,1886947,ORG,ORGANIZATION,US POSTAL SERVICE,DC,POSTAGE & SHIPPING,,,2/28/25 0:00,31.4,4041520251184156430,WASHINGTON,200034316,ADMINISTRATIVE,,2026,SB,4042420251186636602,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755424245,Operating Expenditures
C00501643,DAVID ROUZER FOR CONGRESS,202504159755441084,17,B3FFBDE1830124C49A7B,1887030,ORG,ORGANIZATION,"WIN RED TECHNICAL SERVICES, LLC",DC,MERCHANT FEES,,,2/28/25 0:00,39.4,4041520251184156494,WASHINGTON,200054210,OTHER,,2026,SB,4042420251186629630,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755441084,Operating Expenditures
C00654723,MEUSER FOR CONGRESS,202504149755331281,17,B3240247183AC4407AE3,1886127,ORG,ORGANIZATION,PACCI'S,DC,FUNDRAISING FOOD AND BEVERAGE,,,3/10/25 0:00,2158,4041420251183966243,WASHINGTON,200031408,OTHER,,2026,SB,4042420251186635200,https://docquery.fec.gov/cgi-bin/fecimg/?202504149755331281,Operating Expenditures
C00541862,JASON SMITH FOR CONGRESS,202504159756024180,17,B849EE0B9BB184233843,1887847,ORG,ORGANIZATION,DEMOCRACY ENGINE LLC,DC,PROCESSING FEE,,,3/20/25 0:00,200,4041520251184157001,WASHINGTON,200010516,OTHER,,2026,SB,4042420251186630141,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756024180,Operating Expenditures
C00561530,MOOLENAAR FOR CONGRESS,202504159756030527,17,B50F31076118640E18ED,1887885,ORG,ORGANIZATION,BONCHON NAVY YARD,DC,OFFICE EVENT - FOOD,X,,1/9/25 0:00,215,4041520251184157026,WASHINGTON,200033654,OTHER,,2026,SB,4042420251186631535,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756030527,Operating Expenditures
C00787812,NIKKI FOR CONGRESS,202504159755659115,17,500437516,1887569,ORG,ORGANIZATION,AMALGAMATED BANK,DC,BANK FEE,,,1/28/25 0:00,279.35,4041520251184156822,WASHINGTON,200061281,OTHER,,2026,SB,4042420251186633983,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755659115,Operating Expenditures
C00541862,JASON SMITH FOR CONGRESS,202504159756024177,17,B8FFF569C666747C3B7F,1887847,ORG,ORGANIZATION,DEMOCRACY ENGINE LLC,DC,PROCESSING FEE,,,3/11/25 0:00,0.48,4041520251184157001,WASHINGTON,200010516,OTHER,,2026,SB,4042420251186630132,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756024177,Operating Expenditures
C00541862,JASON SMITH FOR CONGRESS,202504159756024166,17,B8A05CAECEF784D689DB,1887847,ORG,ORGANIZATION,GRAND VALLEY CONSULTING LLC,DC,FUNDRAISING CONSULTING,,,2/10/25 0:00,81167,4041520251184157001,WASHINGTON,200034034,OTHER,,2026,SB,4042420251186630099,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756024166,Operating Expenditures
C00855353,ELFRETH FOR MARYLAND,202504159755436216,17,500441272,1887006,ORG,ORGANIZATION,SWITCHBOARD PUBLIC BENEFIT CORP,DC,TEXTING,,,2/12/25 0:00,336.67,4041520251184156475,WASHINGTON,200361309,OTHER,,2026,SB,4042420251186637890,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755436216,Operating Expenditures
C00816660,DAN GOLDMAN FOR NEW YORK,202504159755649355,17,500327006,1887500,ORG,ORGANIZATION,CAREY LIMOUSINE,DC,TRAVEL,,,2/7/25 0:00,701.3,4041520251184156771,WASHINGTON,200164627,OTHER,,2026,SB,4042420251186644509,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755649355,Operating Expenditures
C00730895,KAT FOR CONGRESS,202504159755624803,17,SB17.I4109,1887346,ORG,ORGANIZATION,WALDORF ASTORIA WASHINGTON DC,DC,EVENT FACILITY AND CATERING,,,1/16/25 0:00,7895.25,4041520251184156664,WASHINGTON,20004,FUNDRAISING,,2026,SB,4042420251186640331,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755624803,Operating Expenditures
C00763649,TROY CARTER FOR CONGRESS,202504159756027972,17,500545988,1887878,ORG,ORGANIZATION,CATO TRAVEL,DC,TRAVEL EXPENSE,X,,1/1/25 0:00,35,4041520251184157023,WASHINGTON,205150001,MATERIALS,*,2026,SB,4042420251186635289,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756027972,Operating Expenditures
C00896019,HUSTED FOR SENATE,202504159755381088,17,B3902AD71A46C4034BFD,1886689,ORG,ORGANIZATION,CARMINES DC LLC,DC,FOOD/BEVERAGE,,,2/20/25 0:00,906.11,4041520251184156283,WASHINGTON,200042229,OTHER,,2026,SB,4042420251186643488,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755381088,Operating Expenditures
C00726372,KWEISI MFUME FOR CONGRESS,202504159755665499,17,500440144,1887589,ORG,ORGANIZATION,PREMIER POLITICAL COMPLIANCE,DC,COMPLIANCE SERVICES,,,1/13/25 0:00,2000,4041520251184156833,WASHINGTON,200051502,OTHER,,2026,SB,4042420251186637143,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755665499,Operating Expenditures
C00816660,DAN GOLDMAN FOR NEW YORK,202504159755649374,17,500327779,1887500,ORG,ORGANIZATION,PAYCHEX,DC,PAYROLL TAXES,,,2/28/25 0:00,2826.87,4041520251184156771,WASHINGTON,200016700,OTHER,,2026,SB,4042420251186644564,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755649374,Operating Expenditures
C00789404,GABE VASQUEZ FOR CONGRESS,202504159755797128,17,500330299,1887619,ORG,ORGANIZATION,"DEMOCRACY ENGINE, LLC",DC,CREDIT CARD PROCESSING FEE,,,3/31/25 0:00,19.77,4041520251184156852,WASHINGTON,200010516,OTHER,,2026,SB,4042420251186629101,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755797128,Operating Expenditures
C00730150,NEHLS FOR CONGRESS,202504149755331160,17,B2A1B8DD3394E4333844,1886124,ORG,ORGANIZATION,US CAPITOL VISITOR CENTER,DC,OFFICE SUPPLIES,,,3/5/25 0:00,457.75,4041420251183966241,WASHINGTON,205100001,ADMINISTRATIVE,,2026,SB,4042420251186636155,https://docquery.fec.gov/cgi-bin/fecimg/?202504149755331160,Operating Expenditures
C00140715,HOYER FOR CONGRESS,202504159755356885,17,500697419,1886477,ORG,ORGANIZATION,FOGO DE CHAO,DC,CATERING,X,,1/9/25 0:00,3715.09,4041520251184156166,WASHINGTON,200042504,FUNDRAISING,*,2026,SB,4042420251186637344,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755356885,Operating Expenditures
C00654723,MEUSER FOR CONGRESS,202504149755331278,17,B0E674B37F2914F348AE,1886127,ORG,ORGANIZATION,DEMOCRACY ENGINE LLC,DC,PROCESSING FEES,,,3/3/25 0:00,100,4041420251183966243,WASHINGTON,200019901,OTHER,,2026,SB,4042420251186635189,https://docquery.fec.gov/cgi-bin/fecimg/?202504149755331278,Operating Expenditures
C00730150,NEHLS FOR CONGRESS,202504149755331145,17,B206A6C8E908E4B0C93B,1886124,ORG,ORGANIZATION,STK WASHINGTON DC,DC,FOOD AND BEVERAGE,,,1/21/25 0:00,147.6,4041420251183966241,WASHINGTON,200014307,OTHER,,2026,SB,4042420251186636110,https://docquery.fec.gov/cgi-bin/fecimg/?202504149755331145,Operating Expenditures
C00779058,BEN DIAMOND FOR CONGRESS,202504159755352288,17,500583660,1886379,ORG,ORGANIZATION,NGP VAN INC,DC,SOFTWARE,,,2/27/25 0:00,1650,4041520251184156107,WASHINGTON,200052158,OTHER,,2026,SB,4042420251186636577,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755352288,Operating Expenditures
C00800649,HOUCHIN FOR CONGRESS,202504159755370377,17,B434CCD0258984FE1AA3,1886604,ORG,ORGANIZATION,JIMMY JOHNS WASHINGTON DC,DC,MEALS EXPENSE,,,3/21/25 0:00,148.15,4041520251184156237,WASHINGTON,200053802,TRAVEL,,2026,SB,4042420251186642541,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755370377,Operating Expenditures
C00638650,HALEY STEVENS FOR CONGRESS,202504159755436042,17,500540614,1887004,ORG,ORGANIZATION,CALL YOUR MOTHER DELI,DC,CATERING,,,1/3/25 0:00,477.5,4041520251184156473,WASHINGTON,200102512,FUNDRAISING,,2026,SB,4042420251186625601,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755436042,Operating Expenditures
C00800649,HOUCHIN FOR CONGRESS,202504159755370380,17,BCBFA330C043745BD938,1886604,ORG,ORGANIZATION,DEMOCRACY ENGINE LLC,DC,CREDIT CARD PROCESSING FEES,,,3/31/25 0:00,200.48,4041520251184156237,WASHINGTON,200019901,OTHER,,2026,SB,4042420251186642549,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755370380,Operating Expenditures
C00896704,FRIENDS OF ALEX HAWKINS,202504159756049985,17,500159498,1887937,ORG,ORGANIZATION,NGP-VAN,DC,SOFTWARE,,,2/18/25 0:00,965,4041520251184157067,WASHINGTON,200055738,OTHER,,2026,SB,4042420251186638212,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756049985,Operating Expenditures
C00588657,TEXANS FOR JODEY ARRINGTON,202504159755352693,17,BE72976620041448D9EF,1886383,ORG,ORGANIZATION,YOUNG CHOW RESTAURANT,DC,MEETINGS/MEALS,X,,3/1/25 0:00,210.5,4041520251184156110,WASHINGTON,200031147,TRAVEL,,2026,SB,4042420251186637283,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755352693,Operating Expenditures
C00516666,GRACE FOR NEW YORK,202504159755420130,17,500701910,1886899,ORG,ORGANIZATION,USHR CATERING,DC,MEETING CATERING,,,1/3/25 0:00,289,4041520251184156398,WASHINGTON,200591012,FUNDRAISING,,2026,SB,4042420251186623544,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755420130,Operating Expenditures
C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE,202504159755793882,17,501240242,1887596,ORG,ORGANIZATION,BRENDAN NEAL STRATEGIES LLC,DC,STRATEGIC CONSULTING SERVICES,,,3/19/25 0:00,4590,4041520251184156837,WASHINGTON,20002,OTHER,,2026,SB,4042420251186632540,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755793882,Operating Expenditures
C00592659,VICENTE GONZALEZ FOR CONGRESS,202504159755359064,17,500585955,1886500,ORG,ORGANIZATION,STRATHDEE GROUP,DC,FUNDRAISING CONSULTING SERVICES,,,3/14/25 0:00,4000,4041520251184156178,WASHINGTON,200030096,OTHER,,2026,SB,4042420251186639544,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755359064,Operating Expenditures
C00839449,WILL JAWANDO FOR MARYLAND,202504159755849103,17,500159199,1887701,ORG,ORGANIZATION,MBA CONSULTING GROUP,DC,COMPLIANCE SERVICES,,,3/6/25 0:00,500,4041520251184156903,WASHINGTON,200034303,OTHER,,2026,SB,4042420251186635607,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755849103,Operating Expenditures
C00457556,QUIGLEY FOR CONGRESS,202504159755952140,17,500438596,1887763,ORG,ORGANIZATION,THE FROST GROUP LLC,DC,FUNDRAISING CONSULTING SERVICES,,,1/16/25 0:00,687.34,4041520251184156940,WASHINGTON,200034357,OTHER,,2026,SB,4042420251186642199,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755952140,Operating Expenditures
C00558213,DEBBIE DINGELL FOR CONGRESS,202504159755650524,17,501234177,1887514,ORG,ORGANIZATION,NGP VAN INC.,DC,SOFTWARE FEES,,,2/7/25 0:00,1425,4041520251184156780,WASHINGTON,200055006,OTHER,,2026,SB,4042420251186638546,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755650524,Operating Expenditures
C00897165,REBECCA BENNETT FOR CONGRESS,202504149755302180,17,500152966,1885825,ORG,ORGANIZATION,NGP VAN,DC,SOFTWARE RENTAL,,,2/18/25 0:00,1192.5,4041420251183966093,WASHINGTON,200055738,ADMINISTRATIVE,,2026,SB,4042420251186633295,https://docquery.fec.gov/cgi-bin/fecimg/?202504149755302180,Operating Expenditures
C00638650,HALEY STEVENS FOR CONGRESS,202504159755436031,17,500540613,1887004,ORG,ORGANIZATION,LIMANI,DC,CATERING,,,1/3/25 0:00,278.72,4041520251184156473,WASHINGTON,200243590,FUNDRAISING,,2026,SB,4042420251186625567,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755436031,Operating Expenditures
C00501643,DAVID ROUZER FOR CONGRESS,202504159755441078,17,BD103FF816D584ECF971,1887030,ORG,ORGANIZATION,"WIN RED TECHNICAL SERVICES, LLC",DC,MERCHANT FEES,,,1/9/25 0:00,59.1,4041520251184156494,WASHINGTON,200054210,OTHER,,2026,SB,4042420251186629610,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755441078,Operating Expenditures
C00873620,GREG KIDD FOR NEVADA,202504159755515793,17,SB17.5053,1887114,ORG,ORGANIZATION,"SANDLER, REIFF, LAMB, ROSENSTEIN & BIRKENSTOCK, PC",DC,LEGAL SERVICES,,,3/21/25 0:00,210,4041520251184156544,WASHINGTON,20006,OTHER,,2026,SB,4042420251186626830,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755515793,Operating Expenditures
C00855288,TROY DOWNING FOR CONGRESS,202504159755420900,17,SB17.I1757,1886906,ORG,ORGANIZATION,H2 CAPITAL CONSULTING LLC,DC,EVENT CATERING,,,3/11/25 0:00,673.39,4041520251184156403,WASHINGTON,20016,FUNDRAISING,,2026,SB,4042420251186631069,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755420900,Operating Expenditures
C00703843,BICE FOR CONGRESS,202504149755286788,17,BD9FACDD6F2CF497885C,1885750,ORG,ORGANIZATION,ARISTOTLE INTERNATIONAL,DC,SOFTWARE,,,2/10/25 0:00,2400,4041420251183966055,WASHINGTON,200031164,OTHER,,2026,SB,4042420251186634999,https://docquery.fec.gov/cgi-bin/fecimg/?202504149755286788,Operating Expenditures
C00855288,TROY DOWNING FOR CONGRESS,202504159755420917,17,SB17.I1818,1886906,ORG,ORGANIZATION,WE THE PIZZA,DC,MEETING EXPENSE,,,3/30/25 0:00,112.28,4041520251184156403,WASHINGTON,20003,MATERIALS,,2026,SB,4042420251186631118,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755420917,Operating Expenditures
C00816660,DAN GOLDMAN FOR NEW YORK,202504159755649368,17,500327009,1887500,ORG,ORGANIZATION,NGP VAN,DC,SOFTWARE,,,2/6/25 0:00,5527.43,4041520251184156771,WASHINGTON,200055738,OTHER,,2026,SB,4042420251186644547,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755649368,Operating Expenditures
C00796086,NATHANIEL MORAN FOR CONGRESS,202504159755426521,17,BCE3638AD53C64973A38,1886962,ORG,ORGANIZATION,THE CHURCHILL HOTEL,DC,LODGING EXPENSE,,,1/23/25 0:00,2738.4,4041520251184156442,WASHINGTON,200095705,TRAVEL,,2026,SB,4042420251186643008,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755426521,Operating Expenditures
C00895896,ELIJAH MANLEY FOR CONGRESS,202504159755990912,17,500442718,1887808,ORG,ORGANIZATION,GRASSROOTS ANALYTICS,DC,FUNDRAISING CONSULTING,,,2/28/25 0:00,1500,4041520251184156969,WASHINGTON,200013868,OTHER,,2026,SB,4042420251186638360,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755990912,Operating Expenditures
C00843391,LISA BLUNT ROCHESTER FOR SENATE,202504159755650670,17,500441654,1887516,ORG,ORGANIZATION,AMTRAK,DC,RAIL TRAVEL,X,,1/6/25 0:00,129,4041520251184156781,WASHINGTON,200011401,OTHER,*,2026,SB,4042420251186626536,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755650670,Operating Expenditures
C00895896,ELIJAH MANLEY FOR CONGRESS,202504159755990916,17,500442759,1887808,ORG,ORGANIZATION,NGP VAN,DC,SOFTWARE LICENSES,,,3/4/25 0:00,1028.69,4041520251184156969,WASHINGTON,200055738,OTHER,,2026,SB,4042420251186638372,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755990916,Operating Expenditures
C00434563,MARTIN HEINRICH FOR SENATE,202504159755794681,17,500480587,1887601,ORG,ORGANIZATION,AMALGAMATED BANK,DC,BANK FEE,,,1/28/25 0:00,130.8,4041520251184156840,WASHINGTON,200061245,OTHER,,2026,SB,4042420251186646291,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755794681,Operating Expenditures
C00703843,BICE FOR CONGRESS,202504149755286818,17,B97E44C7367B440B89EC,1885750,ORG,ORGANIZATION,USHR CATERING,DC,FOOD/BEVERAGE,,,1/16/25 0:00,832.18,4041420251183966055,WASHINGTON,205156006,OTHER,,2026,SB,4042420251186635089,https://docquery.fec.gov/cgi-bin/fecimg/?202504149755286818,Operating Expenditures
C00238907,THE REED COMMITTEE,202504159755415262,17,501235848,1886867,ORG,ORGANIZATION,THE KAUFFMAN GROUP,DC,FUNDRAISING EXPENSES,,,2/5/25 0:00,878.55,4041520251184156379,WASHINGTON,200034307,MATERIALS,,2026,SB,4042420251186640670,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755415262,Operating Expenditures
C00581074,DARREN SOTO FOR CONGRESS,202504159755419704,17,500751418,1886892,ORG,ORGANIZATION,AMALGAMATED BANK,DC,BANK FEES,,,2/26/25 0:00,80.25,4041520251184156392,WASHINGTON,200061202,OTHER,,2026,SB,4042420251186643212,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755419704,Operating Expenditures
C00703843,BICE FOR CONGRESS,202504149755286790,17,B606206DFA180466FB44,1885750,ORG,ORGANIZATION,RISTORANTE TOSCA,DC,SUB-VENDOR,X,,1/30/25 0:00,420,4041420251183966055,WASHINGTON,200041308,OTHER,,2026,SB,4042420251186635005,https://docquery.fec.gov/cgi-bin/fecimg/?202504149755286790,Operating Expenditures
C00516666,GRACE FOR NEW YORK,202504159755420101,17,500705859,1886899,ORG,ORGANIZATION,"DEMOCRACY ENGINE, LLC",DC,MERCHANT FEES,,,2/20/25 0:00,0.05,4041520251184156398,WASHINGTON,200010516,OTHER,,2026,SB,4042420251186623457,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755420101,Operating Expenditures
C00789404,GABE VASQUEZ FOR CONGRESS,202504159755797069,17,500324742,1887619,ORG,ORGANIZATION,GRAND HYATT WASHINGTON,DC,TRAVEL,,,1/13/25 0:00,368.72,4041520251184156852,WASHINGTON,200014520,OTHER,,2026,SB,4042420251186628922,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755797069,Operating Expenditures
